id,split,issue_type,rank,confidence,evidence_1,evidence_2,recommended_action,short_explanation
H0664,heldout,exact_duplicate,317,high,Exact duplicate cluster E0251 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0664|H0698; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2796,train,exact_duplicate,318,high,Exact duplicate cluster E0253 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2796|T3026; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2805,train,exact_duplicate,319,high,Exact duplicate cluster E0254 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2805|T2893; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2821,train,exact_duplicate,320,high,Exact duplicate cluster E0255 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2821|T3229; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2870,train,exact_duplicate,321,high,Exact duplicate cluster E0257 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2870|T3014; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2874,train,exact_duplicate,322,high,Exact duplicate cluster E0258 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2874|T2928; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2882,train,exact_duplicate,323,high,Exact duplicate cluster E0259 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2882|T4033; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2885,train,exact_duplicate,324,high,Exact duplicate cluster E0260 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2885|T4086; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2897,train,exact_duplicate,325,high,Exact duplicate cluster E0261 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2897|T3882; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T2930,train,exact_duplicate,326,high,Exact duplicate cluster E0262 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T2930|T4251; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0712,heldout,exact_duplicate,327,high,Exact duplicate cluster E0263 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0712|H1039; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3011,train,exact_duplicate,328,high,Exact duplicate cluster E0264 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3011|T3398; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3022,train,exact_duplicate,329,high,Exact duplicate cluster E0265 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3022|T3976; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0735,heldout,exact_duplicate,330,high,Exact duplicate cluster E0266 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0735|H0912; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3055,train,exact_duplicate,331,high,Exact duplicate cluster E0267 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3055|T3379; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3059,train,exact_duplicate,332,high,Exact duplicate cluster E0268 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3059|T3121; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3078,train,exact_duplicate,333,high,Exact duplicate cluster E0269 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3078|T3730; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0754,heldout,exact_duplicate,334,high,Exact duplicate cluster E0270 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0754|H0763; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3189,train,exact_duplicate,335,high,Exact duplicate cluster E0271 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3189|T3880; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3217,train,exact_duplicate,336,high,Exact duplicate cluster E0272 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3217|T3897; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3248,train,exact_duplicate,337,high,Exact duplicate cluster E0273 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3248|T4193; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3433,train,exact_duplicate,338,high,Exact duplicate cluster E0274 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3433|T3524; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3438,train,exact_duplicate,339,high,Exact duplicate cluster E0275 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3438|T4178; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3472,train,exact_duplicate,340,high,Exact duplicate cluster E0276 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3472|T4179; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3480,train,exact_duplicate,341,high,Exact duplicate cluster E0277 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3480|T3622; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3490,train,exact_duplicate,342,high,Exact duplicate cluster E0278 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3490|T4061; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3512,train,exact_duplicate,343,high,Exact duplicate cluster E0279 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3512|T4168; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3515,train,exact_duplicate,344,high,Exact duplicate cluster E0280 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3515|T4216; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3572,train,exact_duplicate,345,high,Exact duplicate cluster E0281 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3572|T4149; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3611,train,exact_duplicate,346,high,Exact duplicate cluster E0282 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3611|T4400; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3654,train,exact_duplicate,347,high,Exact duplicate cluster E0283 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3654|T3803; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T3665,train,exact_duplicate,348,high,Exact duplicate cluster E0284 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T3665|T4241; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H0996,heldout,exact_duplicate,349,high,Exact duplicate cluster E0286 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H0996|H1035; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T4060,train,exact_duplicate,350,high,Exact duplicate cluster E0287 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T4060|T4202; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
H1030,heldout,exact_duplicate,351,high,Exact duplicate cluster E0288 of size 2 after lowercase and whitespace normalization; splits=heldout,member_ids=H1030|H1038; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T4118,train,exact_duplicate,352,high,Exact duplicate cluster E0289 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T4118|T4374; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T4173,train,exact_duplicate,353,high,Exact duplicate cluster E0290 of size 2 after lowercase and whitespace normalization; splits=train,member_ids=T4173|T4429; cross_split=False; label_conflict=False,dedupe_by_cluster,Objective within-split exact duplicate cluster; dedupe by cluster before training.
T4223,train,near_duplicate,354,low,Accepted near pair(s) N0079|N0157|N0221|N0354|N0422|N0439 with max cosine 0.9728,Manual review category=same_spam_campaign_template; partner sample(s)=H0311|H0805|H0945; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0470,heldout,near_duplicate,355,medium,Accepted near pair(s) N0099|N0162|N0314|N0315 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0558|T1013|T2733|T3460; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1013,train,near_duplicate,356,medium,Accepted near pair(s) N0098|N0162|N0163|N0164 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0470; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2733,train,near_duplicate,357,medium,Accepted near pair(s) N0100|N0163|N0314|N0388 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0470; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3460,train,near_duplicate,358,medium,Accepted near pair(s) N0101|N0164|N0315|N0388 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0470; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0373,heldout,near_duplicate,359,low,Accepted near pair(s) N0030|N0132|N0248|N0249 with max cosine 0.9783,Manual review category=same_spam_campaign_template; partner sample(s)=T0201|T0710|T3494|T3676; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1558,train,near_duplicate,360,low,Accepted near pair(s) N0261|N0262|N0263|N0264 with max cosine 0.9332,Manual review category=same_spam_campaign_template; partner sample(s)=H0440|H0815|H1030|H1038; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3462,train,near_duplicate,361,low,Accepted near pair(s) N0285|N0423|N0431|N0432 with max cosine 0.9332,Manual review category=same_spam_campaign_template; partner sample(s)=H0440|H0815|H1030|H1038; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0558,train,near_duplicate,362,low,Accepted near pair(s) N0098|N0099|N0100|N0101 with max cosine 0.9227,Manual review category=same_spam_campaign_template; partner sample(s)=H0470; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0644,heldout,near_duplicate,363,medium,Accepted near pair(s) N0382|N0383|N0384 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2769|T3805|T4291; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1821,train,near_duplicate,364,medium,Accepted near pair(s) N0001|N0291|N0292 with max cosine 1.0000,Manual review category=embedded_or_transcript_variant|minor_personalization_change; partner sample(s)=H0009; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3367,train,near_duplicate,365,medium,Accepted near pair(s) N0003|N0366|N0426 with max cosine 1.0000,Manual review category=embedded_or_transcript_variant|minor_personalization_change; partner sample(s)=H0009; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4090,train,near_duplicate,366,medium,Accepted near pair(s) N0063|N0347|N0445 with max cosine 0.9967,Manual review category=same_spam_campaign_template; partner sample(s)=H0548; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0885,train,near_duplicate,367,medium,Accepted near pair(s) N0154|N0156|N0157 with max cosine 0.9917,Manual review category=same_spam_campaign_template; partner sample(s)=H0311|H0945; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0710,train,near_duplicate,368,low,Accepted near pair(s) N0131|N0132|N0133 with max cosine 0.9783,Manual review category=same_spam_campaign_template; partner sample(s)=H0316|H0373|H0804; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1209,train,near_duplicate,369,low,Accepted near pair(s) N0184|N0211|N0212 with max cosine 0.9576,Manual review category=same_spam_campaign_template; partner sample(s)=H0266|H0620; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2403,train,near_duplicate,370,low,Accepted near pair(s) N0185|N0356|N0357 with max cosine 0.9576,Manual review category=same_spam_campaign_template; partner sample(s)=H0266|H0620; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0650,train,near_duplicate,371,low,Accepted near pair(s) N0114|N0115|N0116 with max cosine 0.9254,Manual review category=same_spam_campaign_template; partner sample(s)=H0196|H0733|H0821; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4113,train,near_duplicate,372,low,Accepted near pair(s) N0147|N0405|N0427 with max cosine 0.9254,Manual review category=same_spam_campaign_template; partner sample(s)=H0196|H0733|H0821; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0488,train,near_duplicate,373,low,Accepted near pair(s) N0023|N0091|N0092 with max cosine 0.9227,Manual review category=minor_personalization_change; partner sample(s)=H0031|H0152|H0727; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0009,heldout,near_duplicate,374,medium,Accepted near pair(s) N0001|N0003 with max cosine 1.0000,Manual review category=minor_personalization_change; partner sample(s)=T1821|T3367|T3705; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0445,heldout,near_duplicate,375,medium,Accepted near pair(s) N0106|N0288 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T0583|T4014; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0663,heldout,near_duplicate,376,medium,Accepted near pair(s) N0378|N0392 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2627|T4064; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2627,train,near_duplicate,377,medium,Accepted near pair(s) N0378|N0379 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0663; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3705,train,near_duplicate,378,medium,Accepted near pair(s) N0292|N0426 with max cosine 1.0000,Manual review category=embedded_or_transcript_variant; partner sample(s)=H0009; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4014,train,near_duplicate,379,medium,Accepted near pair(s) N0107|N0288 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0445; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4064,train,near_duplicate,380,medium,Accepted near pair(s) N0379|N0392 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0663; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4156,train,near_duplicate,381,medium,Accepted near pair(s) N0251|N0364 with max cosine 0.9943,Manual review category=same_spam_campaign_template; partner sample(s)=H0378|H0610; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0311,heldout,near_duplicate,382,medium,Accepted near pair(s) N0154|N0221 with max cosine 0.9917,Manual review category=same_spam_campaign_template; partner sample(s)=T0885|T4223; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0945,heldout,near_duplicate,383,medium,Accepted near pair(s) N0156|N0439 with max cosine 0.9917,Manual review category=same_spam_campaign_template; partner sample(s)=T0885|T4223; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3676,train,near_duplicate,384,medium,Accepted near pair(s) N0137|N0249 with max cosine 0.9815,Manual review category=same_spam_campaign_template; partner sample(s)=H0373; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0973,heldout,near_duplicate,385,low,Accepted near pair(s) N0018|N0444 with max cosine 0.9657,Manual review category=same_spam_campaign_template; partner sample(s)=T0140|T4035; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4035,train,near_duplicate,386,low,Accepted near pair(s) N0019|N0444 with max cosine 0.9657,Manual review category=same_spam_campaign_template; partner sample(s)=H0973; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1131,train,near_duplicate,387,low,Accepted near pair(s) N0158|N0187 with max cosine 0.9591,Manual review category=same_spam_campaign_template; partner sample(s)=H0210; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3445,train,near_duplicate,388,low,Accepted near pair(s) N0159|N0187 with max cosine 0.9591,Manual review category=same_spam_campaign_template; partner sample(s)=H0210; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3256,train,near_duplicate,389,low,Accepted near pair(s) N0376|N0404 with max cosine 0.9525,Manual review category=same_spam_campaign_template; partner sample(s)=H0632; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0210,heldout,near_duplicate,390,low,Accepted near pair(s) N0158|N0159 with max cosine 0.9518,Manual review category=same_spam_campaign_template; partner sample(s)=T1131|T3445; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0940,heldout,near_duplicate,391,low,Accepted near pair(s) N0124|N0377 with max cosine 0.9516,Manual review category=minor_personalization_change; partner sample(s)=T0677|T2608; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0583,train,near_duplicate,392,low,Accepted near pair(s) N0106|N0107 with max cosine 0.9486,Manual review category=same_spam_campaign_template; partner sample(s)=H0445; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H1030,heldout,near_duplicate,393,low,Accepted near pair(s) N0263|N0431 with max cosine 0.9332,Manual review category=same_spam_campaign_template; partner sample(s)=T1558|T3462; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H1038,heldout,near_duplicate,394,low,Accepted near pair(s) N0264|N0432 with max cosine 0.9332,Manual review category=same_spam_campaign_template; partner sample(s)=T1558|T3462; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0196,heldout,near_duplicate,395,low,Accepted near pair(s) N0114|N0147 with max cosine 0.9254,Manual review category=same_spam_campaign_template; partner sample(s)=T0650|T4113; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0733,heldout,near_duplicate,396,low,Accepted near pair(s) N0115|N0405 with max cosine 0.9254,Manual review category=same_spam_campaign_template; partner sample(s)=T0650|T4113; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0821,heldout,near_duplicate,397,low,Accepted near pair(s) N0116|N0427 with max cosine 0.9254,Manual review category=same_spam_campaign_template; partner sample(s)=T0650|T4113; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0140,train,near_duplicate,398,low,Accepted near pair(s) N0018|N0019 with max cosine 0.9251,Manual review category=same_spam_campaign_template; partner sample(s)=H0973; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0440,heldout,near_duplicate,399,low,Accepted near pair(s) N0261|N0285 with max cosine 0.9232,Manual review category=same_spam_campaign_template; partner sample(s)=T1558|T3462; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0815,heldout,near_duplicate,400,low,Accepted near pair(s) N0262|N0423 with max cosine 0.9232,Manual review category=same_spam_campaign_template; partner sample(s)=T1558|T3462; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0266,heldout,near_duplicate,401,low,Accepted near pair(s) N0184|N0185 with max cosine 0.9222,Manual review category=same_spam_campaign_template; partner sample(s)=T1209|T2403; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0620,heldout,near_duplicate,402,low,Accepted near pair(s) N0211|N0356 with max cosine 0.9222,Manual review category=same_spam_campaign_template; partner sample(s)=T1209|T2403; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0908,heldout,near_duplicate,403,medium,Accepted near pair(s) N0434 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T4439; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4439,train,near_duplicate,404,medium,Accepted near pair(s) N0434 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0908; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0136,heldout,near_duplicate,405,medium,Accepted near pair(s) N0102 with max cosine 1.0000,Manual review category=minor_personalization_change; partner sample(s)=T4269; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0451,heldout,near_duplicate,406,medium,Accepted near pair(s) N0289 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T1780; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1780,train,near_duplicate,407,medium,Accepted near pair(s) N0289 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0451; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2769,train,near_duplicate,408,medium,Accepted near pair(s) N0382 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0644; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T3805,train,near_duplicate,409,medium,Accepted near pair(s) N0383 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0644; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4269,train,near_duplicate,410,medium,Accepted near pair(s) N0102 with max cosine 1.0000,Manual review category=minor_personalization_change; partner sample(s)=H0136; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4291,train,near_duplicate,411,medium,Accepted near pair(s) N0384 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0644; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0207,heldout,near_duplicate,412,medium,Accepted near pair(s) N0153 with max cosine 1.0000,Manual review category=minor_personalization_change; partner sample(s)=T1606; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0561,heldout,near_duplicate,413,medium,Accepted near pair(s) N0350 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2298; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0645,heldout,near_duplicate,414,medium,Accepted near pair(s) N0358 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=T2413; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0926,heldout,near_duplicate,415,medium,Accepted near pair(s) N0017 with max cosine 1.0000,Manual review category=minor_personalization_change; partner sample(s)=T0133; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0133,train,near_duplicate,416,medium,Accepted near pair(s) N0017 with max cosine 1.0000,Manual review category=minor_personalization_change; partner sample(s)=H0926; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T1606,train,near_duplicate,417,medium,Accepted near pair(s) N0153 with max cosine 1.0000,Manual review category=minor_personalization_change; partner sample(s)=H0207; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2298,train,near_duplicate,418,medium,Accepted near pair(s) N0350 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0561; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T2413,train,near_duplicate,419,medium,Accepted near pair(s) N0358 with max cosine 1.0000,Manual review category=same_spam_campaign_template; partner sample(s)=H0645; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0548,heldout,near_duplicate,420,medium,Accepted near pair(s) N0347 with max cosine 0.9967,Manual review category=same_spam_campaign_template; partner sample(s)=T0266|T4090|T4368; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T0266,train,near_duplicate,421,medium,Accepted near pair(s) N0063 with max cosine 0.9967,Manual review category=same_spam_campaign_template; partner sample(s)=H0548|T4368; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
T4368,train,near_duplicate,422,medium,Accepted near pair(s) N0445 with max cosine 0.9967,Manual review category=same_spam_campaign_template; partner sample(s)=H0548|T0266; cross_split=True,keep_but_flag,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
H0738,heldout,near_duplicate,423,medium,Accepted near pair(s) N0033 with max cosine 0.9958,Manual review category=same_spam_campaign_template; partner sample(s)=T0218; cross_split=True,should_fix,"Manual review accepted this as the same campaign/template, message variant, forwarded content, or personalized near duplicate."
