cluster_id,cluster_size,splits,labels,label_conflict,cross_split,train_count,heldout_count,representative_id,representative_text,member_ids,source_script,method_version
E0235,3,train,ham,False,False,3,0,T2188,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",T2188|T2311|T3563,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0236,2,train,ham,False,False,2,0,T2193,No i am not having not any movies in my laptop,T2193|T2974,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0237,2,train,ham,False,False,2,0,T2228,I am on the way to ur home,T2228|T3213,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0238,2,train,spam,False,False,2,0,T2285,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",T2285|T2416,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0239,2,train,ham,False,False,2,0,T2288,Nice.nice.how is it working?,T2288|T2579,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0240,2,heldout,ham,False,False,0,2,H0551,Ok thanx...,H0551|H0660,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0241,2,heldout,ham,False,False,0,2,H0556,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",H0556|H0977,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0242,2,train,ham,False,False,2,0,T2336,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",T2336|T4224,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0243,2,train,spam,False,False,2,0,T2402,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,T2402|T3907,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0244,2,train,ham,False,False,2,0,T2562,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",T2562|T4274,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0245,2,heldout,spam,False,False,0,2,H0624,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",H0624|H0983,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0246,3,heldout,ham,False,False,0,3,H0627,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",H0627|H0648|H0883,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0247,2,train,ham,False,False,2,0,T2595,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",T2595|T4103,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0248,2,train,ham,False,False,2,0,T2694,Still i have not checked it da. . .,T2694|T2816,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0249,2,train,ham,False,False,2,0,T2696,Reverse is cheating. That is not mathematics.,T2696|T3848,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0250,2,train,ham,False,False,2,0,T2719,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,T2719|T3679,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0251,2,heldout,ham,False,False,0,2,H0664,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,H0664|H0698,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0252,3,train,spam,False,False,3,0,T2769,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,T2769|T3805|T4291,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0253,2,train,spam,False,False,2,0,T2796,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,T2796|T3026,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0254,2,train,ham,False,False,2,0,T2805,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,T2805|T2893,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0255,2,train,spam,False,False,2,0,T2821,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",T2821|T3229,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0256,3,train,ham,False,False,3,0,T2852,I'm at home. Please call,T2852|T3006|T3406,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0257,2,train,ham,False,False,2,0,T2870,No da. . Vijay going to talk in jaya tv,T2870|T3014,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0258,2,train,ham,False,False,2,0,T2874,Still chance there. If you search hard you will get it..let have a try :),T2874|T2928,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0259,2,train,spam,False,False,2,0,T2882,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,T2882|T4033,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0260,2,train,ham,False,False,2,0,T2885,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",T2885|T4086,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0261,2,train,ham,False,False,2,0,T2897,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,T2897|T3882,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0262,2,train,spam,False,False,2,0,T2930,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,T2930|T4251,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0263,2,heldout,ham,False,False,0,2,H0712,I will reach ur home in  &lt;#&gt;  minutes,H0712|H1039,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0264,2,train,ham,False,False,2,0,T3011,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",T3011|T3398,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0265,2,train,ham,False,False,2,0,T3022,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",T3022|T3976,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0266,2,heldout,spam,False,False,0,2,H0735,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",H0735|H0912,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0267,2,train,spam,False,False,2,0,T3055,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",T3055|T3379,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0268,2,train,ham,False,False,2,0,T3059,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",T3059|T3121,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0269,2,train,ham,False,False,2,0,T3078,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",T3078|T3730,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0270,2,heldout,ham,False,False,0,2,H0754,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,H0754|H0763,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0271,2,train,spam,False,False,2,0,T3189,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,T3189|T3880,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0272,2,train,spam,False,False,2,0,T3217,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,T3217|T3897,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0273,2,train,spam,False,False,2,0,T3248,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,T3248|T4193,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0274,2,train,ham,False,False,2,0,T3433,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,T3433|T3524,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0275,2,train,spam,False,False,2,0,T3438,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,T3438|T4178,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0276,2,train,ham,False,False,2,0,T3472,I keep ten rs in my shelf:) buy two egg.,T3472|T4179,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0277,2,train,spam,False,False,2,0,T3480,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",T3480|T3622,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0278,2,train,ham,False,False,2,0,T3490,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,T3490|T4061,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0279,2,train,ham,False,False,2,0,T3512,Me fine..absolutly fine,T3512|T4168,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0280,2,train,spam,False,False,2,0,T3515,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",T3515|T4216,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0281,2,train,ham,False,False,2,0,T3572,I sent them. Do you like?,T3572|T4149,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0282,2,train,spam,False,False,2,0,T3611,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",T3611|T4400,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0283,2,train,ham,False,False,2,0,T3654,I am in hospital da. . I will return home in evening,T3654|T3803,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0284,2,train,ham,False,False,2,0,T3665,At WHAT TIME should i come tomorrow,T3665|T4241,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0285,2,heldout|train,spam,False,True,1,1,H0922,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,H0922|T4292,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0286,2,heldout,ham,False,False,0,2,H0996,Oh k. . I will come tomorrow,H0996|H1035,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0287,2,train,ham,False,False,2,0,T4060,Gud ni8 dear..slp well..take care..swt dreams..Muah..,T4060|T4202,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0288,2,heldout,spam,False,False,0,2,H1030,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",H1030|H1038,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0289,2,train,spam,False,False,2,0,T4118,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,T4118|T4374,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
E0290,2,train,ham,False,False,2,0,T4173,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",T4173|T4429,scripts/audit_duplicates.py,duplicate-audit-v1.1-stable-pair-keys
