pair_id,id_a,id_b,split_a,split_b,label_a,label_b,uci_row_number_a,uci_row_number_b,word_cosine,char_cosine,max_cosine,primary_matcher,cross_split,label_conflict,above_protocol_threshold,reason_code_suggestion,text_a,text_b,source_script,method_version
N0179,T1065,T2818,train,train,ham,ham,1320,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0180,T1065,T3086,train,train,ham,ham,1320,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0181,T1065,T3231,train,train,ham,ham,1320,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0182,T1065,T3609,train,train,ham,ham,1320,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0183,T1065,T4284,train,train,ham,ham,1320,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0190,T1146,T1545,train,train,ham,ham,1428,1926,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0191,T1146,T1747,train,train,ham,ham,1428,2183,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0192,T1146,T2453,train,train,ham,ham,1428,3052,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0193,T1146,T2818,train,train,ham,ham,1428,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0194,T1146,T3086,train,train,ham,ham,1428,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0195,T1146,T3231,train,train,ham,ham,1428,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0196,T1146,T3609,train,train,ham,ham,1428,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0197,T1146,T4284,train,train,ham,ham,1428,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0201,T1192,T1545,train,train,ham,ham,1484,1926,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0202,T1192,T1747,train,train,ham,ham,1484,2183,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0203,T1192,T2453,train,train,ham,ham,1484,3052,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0204,T1192,T2818,train,train,ham,ham,1484,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0205,T1192,T3086,train,train,ham,ham,1484,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0206,T1192,T3231,train,train,ham,ham,1484,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0207,T1192,T3609,train,train,ham,ham,1484,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0208,T1192,T4284,train,train,ham,ham,1484,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0232,T1364,T1545,train,train,ham,ham,1701,1926,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0233,T1364,T1747,train,train,ham,ham,1701,2183,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0234,T1364,T2453,train,train,ham,ham,1701,3052,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0235,T1364,T2818,train,train,ham,ham,1701,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0236,T1364,T3086,train,train,ham,ham,1701,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0237,T1364,T3231,train,train,ham,ham,1701,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0238,T1364,T3609,train,train,ham,ham,1701,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0239,T1364,T4284,train,train,ham,ham,1701,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0252,T1545,T1747,train,train,ham,ham,1926,2183,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0253,T1545,T1858,train,train,ham,ham,1926,2323,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0254,T1545,T2017,train,train,ham,ham,1926,2510,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0255,T1545,T2137,train,train,ham,ham,1926,2661,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0256,T1545,T2539,train,train,ham,ham,1926,3157,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0257,T1545,T2818,train,train,ham,ham,1926,3493,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0258,T1545,T3086,train,train,ham,ham,1926,3834,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0259,T1545,T3231,train,train,ham,ham,1926,4015,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0275,T1747,T1858,train,train,ham,ham,2183,2323,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0276,T1747,T2017,train,train,ham,ham,2183,2510,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0277,T1747,T2137,train,train,ham,ham,2183,2661,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0278,T1747,T2453,train,train,ham,ham,2183,3052,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0279,T1747,T2539,train,train,ham,ham,2183,3157,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0280,T1747,T3609,train,train,ham,ham,2183,4499,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0281,T1747,T3892,train,train,ham,ham,2183,4860,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0282,T1747,T4284,train,train,ham,ham,2183,5360,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0292,T1821,T3705,train,train,ham,ham,2281,4621,1.0,0.9293484846451101,1.0,word,False,False,True,generic_short_text_review_needed,"Sorry, I'll call later in meeting","Sorry, I'll call later In meeting.",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0294,T1834,T2363,train,train,spam,spam,2296,2942,1.0,0.5787422887476403,1.0,word,False,False,True,same_words_possible_entity_or_number_change,You have 1 new message. Please call 08718738034.,You have 1 new message. Please call 08712400200.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0295,T1834,T4088,train,train,spam,spam,2296,5113,1.0,0.595589622370787,1.0,word,False,False,True,same_words_possible_entity_or_number_change,You have 1 new message. Please call 08718738034.,You have 1 new message. Please call 08715205273,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0300,T1858,T2453,train,train,ham,ham,2323,3052,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0301,T1858,T2818,train,train,ham,ham,2323,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0302,T1858,T3086,train,train,ham,ham,2323,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0303,T1858,T3231,train,train,ham,ham,2323,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0304,T1858,T3609,train,train,ham,ham,2323,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0305,T1858,T4284,train,train,ham,ham,2323,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0309,T1877,T2088,train,train,ham,ham,2346,2603,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0310,T1877,T2161,train,train,ham,ham,2346,2689,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0311,T1877,T3132,train,train,ham,ham,2346,3902,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0312,T1877,T4155,train,train,ham,ham,2346,5191,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0320,T2016,T4377,train,train,ham,ham,2509,5474,1.0,0.3018375347925854,1.0,word,False,False,True,generic_short_text_review_needed,Yup...,Yup,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0321,T2017,T2453,train,train,ham,ham,2510,3052,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0322,T2017,T2818,train,train,ham,ham,2510,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0323,T2017,T3086,train,train,ham,ham,2510,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0324,T2017,T3231,train,train,ham,ham,2510,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0325,T2017,T3609,train,train,ham,ham,2510,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0326,T2017,T4284,train,train,ham,ham,2510,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0329,T2088,T3415,train,train,ham,ham,2603,4245,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie,Okie...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0332,T2137,T2453,train,train,ham,ham,2661,3052,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0333,T2137,T2818,train,train,ham,ham,2661,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0334,T2137,T3086,train,train,ham,ham,2661,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0335,T2137,T3231,train,train,ham,ham,2661,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0336,T2137,T3609,train,train,ham,ham,2661,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0337,T2137,T4284,train,train,ham,ham,2661,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0340,T2161,T3415,train,train,ham,ham,2689,4245,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie,Okie...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0355,T2363,T4088,train,train,spam,spam,2942,5113,1.0,0.6157765306303966,1.0,word,False,False,True,same_words_possible_entity_or_number_change,You have 1 new message. Please call 08712400200.,You have 1 new message. Please call 08715205273,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0359,T2453,T2539,train,train,ham,ham,3052,3157,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0360,T2453,T2818,train,train,ham,ham,3052,3493,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0361,T2453,T3086,train,train,ham,ham,3052,3834,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0362,T2453,T3231,train,train,ham,ham,3052,4015,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0363,T2453,T3892,train,train,ham,ham,3052,4860,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0365,T2526,T4273,train,train,ham,ham,3140,5348,1.0,0.95291494577041,1.0,word,False,False,True,generic_short_text_review_needed,Wat r u doing now?,Wat ü doing now?,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0368,T2539,T2818,train,train,ham,ham,3157,3493,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0369,T2539,T3086,train,train,ham,ham,3157,3834,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0370,T2539,T3231,train,train,ham,ham,3157,4015,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0371,T2539,T3609,train,train,ham,ham,3157,4499,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0372,T2539,T4284,train,train,ham,ham,3157,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0379,T2627,T4064,train,train,spam,spam,3267,5080,1.0,0.9207901581971489,1.0,word,False,False,True,same_words_possible_entity_or_number_change,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0386,T2687,T2820,train,train,spam,spam,3335,3496,1.0,0.9338177557292233,1.0,word,False,False,True,same_words_possible_entity_or_number_change,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P","You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0388,T2733,T3460,train,train,spam,spam,3392,4298,1.0,0.9021239403078437,1.0,word,False,False,True,same_words_possible_entity_or_number_change,Please CALL 08712402972 immediately as there is an urgent message waiting for you,Please CALL 08712402578 immediately as there is an urgent message waiting for you,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0393,T2818,T3609,train,train,ham,ham,3493,4499,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0394,T2818,T3892,train,train,ham,ham,3493,4860,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0395,T2818,T4284,train,train,ham,ham,3493,5360,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0400,T2918,T3147,train,train,ham,ham,3616,3918,1.0,0.7652483356713555,1.0,word,False,False,True,generic_short_text_review_needed,Ok c ü then.,Ok. C u then.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0407,T3086,T3609,train,train,ham,ham,3834,4499,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0408,T3086,T3892,train,train,ham,ham,3834,4860,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0409,T3086,T4284,train,train,ham,ham,3834,5360,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0412,T3132,T3415,train,train,ham,ham,3902,4245,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie,Okie...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0416,T3231,T3609,train,train,ham,ham,4015,4499,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0417,T3231,T3892,train,train,ham,ham,4015,4860,1.0,0.31522617928490804,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok...,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0418,T3231,T4284,train,train,ham,ham,4015,5360,1.0,0.16497218613500522,1.0,word,False,False,True,generic_short_text_review_needed,Ok.,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0426,T3367,T3705,train,train,ham,ham,4185,4621,1.0,0.9293484846451101,1.0,word,False,False,True,generic_short_text_review_needed,"Sorry, I'll call later in meeting","Sorry, I'll call later In meeting.",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0429,T3415,T4155,train,train,ham,ham,4245,5191,1.0,0.46131435973537027,1.0,word,False,False,True,generic_short_text_review_needed,Okie...,Okie,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0443,T3892,T4284,train,train,ham,ham,4860,5360,1.0,0.11877865595952374,1.0,word,False,False,True,generic_short_text_review_needed,Ok...,Ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0072,T0346,T2281,train,train,spam,spam,421,2831,0.9999999999999999,0.9817005530034044,0.9999999999999999,word,False,False,True,very_high_similarity_template_review_needed,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0402,T2937,T3749,train,train,spam,spam,3640,4674,0.9999999999999999,0.9033099222803277,0.9999999999999999,word,False,False,True,same_words_possible_entity_or_number_change,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622","Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0298,T1849,T2277,train,train,spam,spam,2313,2827,0.9999999999999998,0.8567526335342877,0.9999999999999998,word,False,False,True,same_words_possible_entity_or_number_change,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0299,T1849,T2621,train,train,spam,spam,2313,3261,0.9999999999999998,0.9727756992005943,0.9999999999999998,word,False,False,True,very_high_similarity_template_review_needed,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.","Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0348,T2277,T2621,train,train,spam,spam,2827,3261,0.9999999999999998,0.8689271200459364,0.9999999999999998,word,False,False,True,same_words_possible_entity_or_number_change,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate","Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0148,T0827,T1571,train,train,spam,spam,1023,1962,0.9999999999999997,0.9805222322343612,0.9999999999999997,word,False,False,True,very_high_similarity_template_review_needed,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0331,T2124,T3923,train,train,spam,spam,2643,4902,0.9936127329797675,0.9982835117661664,0.9982835117661664,char,False,False,True,very_high_similarity_template_review_needed,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18","ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",scripts/audit_duplicates.py,duplicate-audit-v1.0
N0063,T0266,T4090,train,train,spam,spam,320,5115,0.9639600589758155,0.9966777127723276,0.9966777127723276,char,False,False,True,very_high_similarity_template_review_needed,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0445,T4090,T4368,train,train,spam,spam,5115,5463,0.9639600589758155,0.9966777127723276,0.9966777127723276,char,False,False,True,very_high_similarity_template_review_needed,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0121,T0668,T2921,train,train,spam,spam,825,3621,0.9965788707480884,0.9522067968464163,0.9965788707480884,word,False,False,True,high_token_overlap_review_needed,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0108,T0598,T2881,train,train,spam,spam,739,3572,0.9954030102707906,0.988993756035596,0.9954030102707906,word,False,False,True,very_high_similarity_template_review_needed,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,scripts/audit_duplicates.py,duplicate-audit-v1.0
N0095,T0514,T1536,train,train,spam,spam,630,1916,0.9953676320537077,0.9263396257532428,0.9953676320537077,word,False,False,True,same_words_possible_entity_or_number_change,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,scripts/audit_duplicates.py,duplicate-audit-v1.0
