sample_id,split,label,uci_row_number,duplicate_type,cross_split_duplicate,exact_cluster_ids,near_pair_ids,n_exact_duplicate_clusters,n_exact_duplicate_partner_samples,n_near_reviewed_accepted_pairs,n_cross_split_exact_partner_samples,n_cross_split_near_reviewed_accepted_pairs,partner_ids,cross_split_partner_ids,review_categories,max_near_similarity,text
T1185,train,ham,1476,exact,False,E0147,,1,1,0,0,0,T3208,,,,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
T1192,train,ham,1484,exact,False,E0132,,1,9,0,0,0,T1032|T1065|T1146|T1364|T1858|T2017|T2137|T2539|T3892,,,,Ok...
T1193,train,ham,1485,exact_and_near_reviewed_accepted,False,E0148,N0209|N0210,1,1,2,0,0,T1751|T2254|T3510,,same_forwarded_or_template_ham,0.9696814079049088,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
T1194,train,ham,1486,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1277|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T1210,train,ham,1504,exact,False,E0150,,1,1,0,0,0,T3766,,,,Don no da:)whats you plan?
T1214,train,ham,1509,exact,False,E0039,,1,3,0,0,0,T0211|T1136|T2184,,,,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
T1238,train,spam,1537,exact_and_near_reviewed_accepted,False,E0151,N0215,1,2,1,0,0,T1417|T1848|T2960,,same_spam_campaign_template,0.976229694797335,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
T1244,train,ham,1543,exact,False,E0152,,1,1,0,0,0,T4299,,,,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
T1253,train,ham,1552,exact,False,E0153,,1,1,0,0,0,T2309,,,,He says hi and to get your ass back to south tampa (preferably at a kegger)
T1259,train,ham,1559,exact,False,E0154,,1,1,0,0,0,T3053,,,,Wat r u doing?
T1260,train,ham,1561,exact,False,E0155,,1,1,0,0,0,T2863,,,,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
T1263,train,ham,1568,exact,False,E0156,,1,2,0,0,0,T3427|T4180,,,,I am late. I will be there at
T1265,train,ham,1570,exact,False,E0048,,1,2,0,0,0,T0259|T3145,,,,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
T1267,train,ham,1572,exact,False,E0157,,1,1,0,0,0,T2815,,,,No:-)i got rumour that you going to buy apartment in chennai:-)
T1277,train,ham,1586,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1526|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T1279,train,ham,1589,exact,False,E0158,,1,1,0,0,0,T1434,,,,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
T1286,train,ham,1596,exact,False,E0159,,1,1,0,0,0,T3637,,,,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
T1293,train,ham,1606,exact,False,E0161,,1,1,0,0,0,T3276,,,,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
T1308,train,ham,1623,near_reviewed_accepted,False,,N0223,0,0,1,0,0,T4282,,embedded_or_transcript_variant,0.993952114176298,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
T1311,train,ham,1627,exact,False,E0163,,1,1,0,0,0,T3941,,,,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
T1330,train,ham,1652,exact,False,E0165,,1,1,0,0,0,T2788,,,,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
T1332,train,spam,1654,near_reviewed_accepted,False,,N0227,0,0,1,0,0,T2237,,same_spam_campaign_template,1.0000000000000009,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
T1334,train,ham,1656,exact,False,E0084,,1,2,0,0,0,T0620|T2443,,,,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
T1337,train,spam,1660,near_reviewed_accepted,False,,N0104,0,0,1,0,0,T0581,,same_spam_campaign_template,0.9765354522997068,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
T1349,train,ham,1680,exact_and_near_reviewed_accepted,False,E0166,N0231,1,1,1,0,0,T2561|T3828,,minor_personalization_change,0.9434026471974876,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
T1356,train,spam,1689,exact,False,E0167,,1,1,0,0,0,T2986,,,,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
T1357,train,spam,1692,exact,False,E0023,,1,1,0,0,0,T0115,,,,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
T1359,train,ham,1695,exact,False,E0168,,1,1,0,0,0,T3038,,,,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
T1364,train,ham,1701,exact,False,E0132,,1,9,0,0,0,T1032|T1065|T1146|T1192|T1858|T2017|T2137|T2539|T3892,,,,Ok...
T1376,train,spam,1715,exact,False,E0169,,1,1,0,0,0,T2537,,,,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
T1379,train,ham,1722,exact,False,E0065,,1,2,0,0,0,T0410|T1173,,,,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
T1386,train,ham,1729,exact,False,E0170,,1,1,0,0,0,T4409,,,,I went to project centre
T1394,train,spam,1742,exact,False,E0173,,1,1,0,0,0,T2557,,,,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
T1398,train,spam,1746,near_reviewed_accepted,False,,N0073,0,0,1,0,0,T0348,,same_spam_campaign_template,0.9410141865322492,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
T1414,train,ham,1765,exact,False,E0174,,1,1,0,0,0,T2025,,,,Joy's father is John. Then John is the NAME of Joy's father. Mandan
T1415,train,spam,1766,exact,False,E0175,,1,1,0,0,0,T2892,,,,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
T1417,train,spam,1768,near_reviewed_accepted,False,,N0215|N0240|N0241,0,0,3,0,0,T1238|T1848|T2960,,same_spam_campaign_template,0.976229694797335,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
T1422,train,ham,1773,exact,False,E0176,,1,1,0,0,0,T1507,,,,Watching tv now. I got new job :)
T1427,train,spam,1779,exact,False,E0177,,1,1,0,0,0,T3796,,,,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
T1428,train,ham,1780,exact,False,E0146,,1,3,0,0,0,T1181|T2394|T3653,,,,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
T1429,train,spam,1781,exact,False,E0061,,1,2,0,0,0,T0374|T2420,,,,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
T1432,train,ham,1784,exact,False,E0178,,1,2,0,0,0,T2516|T3783,,,,My uncles in Atlanta. Wish you guys a great semester.
T1434,train,ham,1786,exact,False,E0158,,1,1,0,0,0,T1279,,,,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
T1436,train,ham,1788,exact,False,E0179,,1,2,0,0,0,T2305|T3523,,,,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
T1437,train,ham,1790,exact,False,E0180,,1,1,0,0,0,T4365,,,,Arun can u transfr me d amt
T1441,train,spam,1794,exact,False,E0181,,1,1,0,0,0,T3768,,,,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
T1468,train,ham,1827,exact,False,E0113,,1,2,0,0,0,T0880|T2524,,,,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
T1493,train,ham,1858,exact,False,E0183,,1,3,0,0,0,T2031|T2223|T2266,,,,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
T1506,train,spam,1877,exact,False,E0042,,1,2,0,0,0,T0230|T3459,,,,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
T1507,train,ham,1878,exact,False,E0176,,1,1,0,0,0,T1422,,,,Watching tv now. I got new job :)
T1510,train,ham,1884,exact,False,E0184,,1,2,0,0,0,T2614|T3498,,,,"Sorry, I can't help you on this."
T1513,train,spam,1888,exact,False,E0185,,1,1,0,0,0,T4019,,,,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
T1514,train,spam,1889,near_reviewed_accepted,False,,N0250,0,0,1,0,0,T1589,,same_spam_campaign_template,0.9304192913228848,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
T1519,train,ham,1895,exact,False,E0136,,1,2,0,0,0,T1076|T1787,,,,Good Morning plz call me sir
T1526,train,ham,1903,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1586|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T1536,train,spam,1916,near_reviewed_accepted,False,,N0095,0,0,1,0,0,T0514,,same_spam_campaign_template,0.9953676320537076,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
T1545,train,ham,1926,exact,False,E0187,,1,3,0,0,0,T2453|T3609|T4284,,,,Ok
T1549,train,spam,1931,near_reviewed_accepted,False,,N0198,0,0,1,0,0,T1161,,same_spam_campaign_template,0.926499722080654,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
T1553,train,ham,1936,exact,False,E0188,,1,1,0,0,0,T3734,,,,Hope you are having a great day.
T1559,train,ham,1944,exact,False,E0190,,1,1,0,0,0,T1568,,,,K...k:)why cant you come here and search job:)
T1568,train,ham,1958,exact,False,E0190,,1,1,0,0,0,T1559,,,,K...k:)why cant you come here and search job:)
T1570,train,ham,1961,exact,False,E0191,,1,2,0,0,0,T2282|T2566,,,,Howz that persons story
T1571,train,spam,1962,near_reviewed_accepted,False,,N0148,0,0,1,0,0,T0827,,same_spam_campaign_template,0.9999999999999996,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18
T1574,train,ham,1965,exact,False,E0026,,1,1,0,0,0,T0145,,,,Yes :)it completely in out of form:)clark also utter waste.
T1575,train,ham,1966,exact,False,E0192,,1,2,0,0,0,T2656|T3661,,,,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
T1578,train,spam,1971,near_reviewed_accepted,False,,N0117,0,0,1,0,0,T0651,,same_spam_campaign_template,1.0,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
T1586,train,ham,1982,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1591|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T1588,train,ham,1985,exact,False,E0058,,1,2,0,0,0,T0355|T4083,,,,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
T1589,train,spam,1986,near_reviewed_accepted,False,,N0250,0,0,1,0,0,T1514,,same_spam_campaign_template,0.9304192913228848,Urgent! Please call 09061743810 from landline. Your ABTA complimentary 4* Tenerife Holiday or #5000 cash await collection SAE T&Cs Box 326 CW25WX 150 ppm
T1590,train,ham,1989,exact,False,E0007,,1,2,0,0,0,T0039|T0271,,,,No calls..messages..missed calls
T1591,train,ham,1990,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1911|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T1595,train,spam,1994,near_reviewed_accepted,False,,N0265,0,0,1,0,0,T2183,,same_spam_campaign_template,0.985372612285922,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
T1598,train,ham,1997,exact,False,E0069,,1,1,0,0,0,T0426,,,,Shall i come to get pickle
T1612,train,ham,2014,exact_and_near_reviewed_accepted,False,E0193,N0142|N0266,1,1,2,0,0,T0773|T1704|T2747,,same_forwarded_or_template_ham,0.9577742858527007,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
T1654,train,spam,2065,near_reviewed_accepted,False,,N0270,0,0,1,0,0,T2114,,same_spam_campaign_template,1.0000000000000002,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
T1661,train,ham,2073,exact,False,E0195,,1,1,0,0,0,T2744,,,,Good night my dear.. Sleepwell&amp;Take care
T1675,train,spam,2090,exact,False,E0196,,1,1,0,0,0,T3680,,,,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
T1680,train,spam,2095,exact,False,E0197,,1,1,0,0,0,T1988,,,,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
T1681,train,spam,2096,exact,False,E0022,,1,1,0,0,0,T0103,,,,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
T1693,train,spam,2110,exact,False,E0137,,1,1,0,0,0,T1089,,,,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk"
T1695,train,spam,2114,near_reviewed_accepted,False,,N0272,0,0,1,0,0,T2978,,same_spam_campaign_template,1.0000000000000002,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
T1697,train,spam,2116,exact,False,E0198,,1,1,0,0,0,T1718,,,,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
T1703,train,spam,2125,exact,False,E0066,,1,1,0,0,0,T0413,,,,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
T1704,train,ham,2126,exact_and_near_reviewed_accepted,False,E0097,N0266|N0273,1,1,2,0,0,T0773|T1612|T2747,,same_forwarded_or_template_ham,0.9577742858527007,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
T1718,train,spam,2147,exact,False,E0198,,1,1,0,0,0,T1697,,,,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
T1728,train,ham,2159,exact,False,E0201,,1,1,0,0,0,T2297,,,,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
T1731,train,ham,2164,exact,False,E0139,,1,2,0,0,0,T1107|T1876,,,,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
T1741,train,ham,2177,exact,False,E0108,,1,2,0,0,0,T0856|T4308,,,,I'm at work. Please call
T1747,train,ham,2183,exact,False,E0202,,1,3,0,0,0,T2818|T3086|T3231,,,,Ok.
T1751,train,ham,2187,exact_and_near_reviewed_accepted,False,E0203,N0209|N0283,1,1,2,0,0,T1193|T2254|T3510,,same_forwarded_or_template_ham,0.9696814079049088,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
T1767,train,ham,2206,exact,False,E0205,,1,2,0,0,0,T2440|T4143,,,,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
T1774,train,ham,2217,exact,False,E0068,,1,2,0,0,0,T0416|T4187,,,,Prabha..i'm soryda..realy..frm heart i'm sory
T1787,train,ham,2235,exact,False,E0136,,1,2,0,0,0,T1076|T1519,,,,Good Morning plz call me sir
T1830,train,spam,2291,near_reviewed_accepted,False,,N0293,0,0,1,0,0,T4170,,same_spam_campaign_template,0.9855394286661616,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
T1834,train,spam,2296,near_reviewed_accepted,False,,N0294|N0295,0,0,2,0,0,T2363|T4088,,same_spam_campaign_template,1.0,You have 1 new message. Please call 08718738034.
T1836,train,spam,2298,near_reviewed_accepted,False,,N0296,0,0,1,0,0,T2103,,same_spam_campaign_template,0.9597643935233988,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
T1838,train,spam,2301,exact,False,E0008,,1,2,0,0,0,T0049|T0401,,,,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
T1843,train,ham,2306,exact,False,E0210,,1,1,0,0,0,T2791,,,,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
T1846,train,spam,2309,exact,False,E0125,,1,1,0,0,0,T0974,,,,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
T1847,train,spam,2310,near_reviewed_accepted,False,,N0297,0,0,1,0,0,T3265,,same_spam_campaign_template,1.000000000000001,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
T1848,train,spam,2312,exact_and_near_reviewed_accepted,False,E0151,N0240,1,2,1,0,0,T1238|T1417|T2960,,same_spam_campaign_template,0.976229694797335,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
T1849,train,spam,2313,near_reviewed_accepted,False,,N0298|N0299,0,0,2,0,0,T2277|T2621,,same_spam_campaign_template,0.9999999999999998,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
T1858,train,ham,2323,exact,False,E0132,,1,9,0,0,0,T1032|T1065|T1146|T1192|T1364|T2017|T2137|T2539|T3892,,,,Ok...
T1860,train,ham,2326,exact,False,E0211,,1,1,0,0,0,T4376,,,,Ok lor.
T1862,train,ham,2328,exact,False,E0102,,1,1,0,0,0,T0804,,,,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
T1876,train,ham,2345,exact,False,E0139,,1,2,0,0,0,T1107|T1731,,,,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
T1877,train,ham,2346,exact,False,E0043,,1,2,0,0,0,T0238|T3415,,,,Okie...
T1883,train,ham,2352,exact,False,E0015,,1,2,0,0,0,T0072|T0538,,,,You will be in the place of that man
T1891,train,spam,2361,exact,False,E0213,,1,1,0,0,0,T4162,,,,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
T1893,train,ham,2364,exact,False,E0029,,1,1,0,0,0,T0166,,,,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
T1894,train,spam,2365,exact,False,E0214,,1,1,0,0,0,T3096,,,,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
T1897,train,ham,2370,exact,False,E0215,,1,1,0,0,0,T2330,,,,If you r @ home then come down within 5 min
T1898,train,ham,2371,exact,False,E0216,,1,1,0,0,0,T4082,,,,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
T1905,train,spam,2379,exact,False,E0217,,1,1,0,0,0,T3027,,,,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
T1911,train,ham,2386,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1965|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T1913,train,ham,2390,exact,False,E0220,,1,1,0,0,0,T2780,,,,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
T1919,train,ham,2396,exact,False,E0221,,1,1,0,0,0,T2709,,,,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
T1932,train,ham,2409,exact,False,E0222,,1,2,0,0,0,T2154|T2638,,,,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
T1936,train,spam,2414,exact,False,E0118,,1,2,0,0,0,T0924|T2206,,,,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
T1948,train,spam,2428,near_reviewed_accepted,False,,N0065,0,0,1,0,0,T0279,,same_spam_campaign_template,1.0000000000000009,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201
T1965,train,ham,2448,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T2024|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T1984,train,ham,2469,exact,False,E0223,,1,1,0,0,0,T4029,,,,Is there coming friday is leave for pongal?do you get any news from your work place.
T1988,train,spam,2474,exact,False,E0197,,1,1,0,0,0,T1680,,,,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
T1991,train,ham,2477,near_reviewed_accepted,False,,N0081,0,0,1,0,0,T0383,,minor_personalization_change,0.9260451951154054,Mm i am on the way to railway
T1992,train,ham,2478,exact,False,E0141,,1,1,0,0,0,T1113,,,,i dnt wnt to tlk wid u
T2000,train,ham,2488,exact,False,E0224,,1,2,0,0,0,T2222|T3322,,,,I dont thnk its a wrong calling between us
T2017,train,ham,2510,exact,False,E0132,,1,9,0,0,0,T1032|T1065|T1146|T1192|T1364|T1858|T2137|T2539|T3892,,,,Ok...
T2024,train,ham,2519,exact,False,E0014,,1,29,0,0,0,T0069|T0188|T0283|T0367|T0569|T0623|T0915|T0933|T1194|T1277|T1526|T1586|T1591|T1911|T1965|T2028|T2029|T2128|T2699|T2714|T2850|T2900|T3321|T3358|T3373|T4158|T4338|T4366|T4448,,,,"Sorry, I'll call later"
T2025,train,ham,2520,exact,False,E0174,,1,1,0,0,0,T1414,,,,Joy's father is John. Then John is the NAME of Joy's father. Mandan
