cluster_id,member_order,id,split,uci_row_number,label,text,normalized_text,source_script,method_version
E0146,3,T2394,train,2983,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear","7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0146,4,T3653,train,4557,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear","7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0147,1,T1185,train,1476,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e","friendship is not a game to play, it is not a word to say, it doesn\'t start on march and ends on may, it is tomorrow, yesterday, today and e",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0147,2,T3208,train,3988,ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e","friendship is not a game to play, it is not a word to say, it doesn\'t start on march and ends on may, it is tomorrow, yesterday, today and e",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0148,1,T1193,train,1485,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0148,2,T2254,train,2800,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity of friendship between two is not about smiling after reading the forwarded message..its about smiling just by seeing the name. gud evng musthu,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0149,1,T1209,train,1503,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0149,2,T2403,train,2993,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","hot live fantasies call now 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national rate call",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0150,1,T1210,train,1504,ham,Don no da:)whats you plan?,don no da:)whats you plan?,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0150,2,T3766,train,4700,ham,Don no da:)whats you plan?,don no da:)whats you plan?,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0151,1,T1238,train,1537,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0151,2,T1848,train,2312,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0151,3,T2960,train,3676,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,you have won a nokia 7250i. this is what you get when you win our free auction. to take part send nokia to 86021 now. hg/suite342/2lands row/w1jhl 16+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0152,1,T1244,train,1543,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0152,2,T4299,train,5377,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,do u konw waht is rael friendship im gving yuo an exmpel: jsut ese tihs msg.. evrey splleing of tihs msg is wrnog.. bt sitll yuo can raed it wihtuot ayn mitsake.. goodnight &amp; have a nice sleep..sweet dreams..,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0153,1,T1253,train,1552,ham,He says hi and to get your ass back to south tampa (preferably at a kegger),he says hi and to get your ass back to south tampa (preferably at a kegger),scripts/audit_duplicates.py,duplicate-audit-v1.0
E0153,2,T2309,train,2867,ham,He says hi and to get your ass back to south tampa (preferably at a kegger),he says hi and to get your ass back to south tampa (preferably at a kegger),scripts/audit_duplicates.py,duplicate-audit-v1.0
E0154,1,T1259,train,1559,ham,Wat r u doing?,wat r u doing?,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0154,2,T3053,train,3788,ham,Wat r u doing?,wat r u doing?,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0155,1,T1260,train,1561,ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...","single line with a big meaning::::: ""miss anything 4 ur ""best life"" but, don't miss ur best life for anything... gud nyt...",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0155,2,T2863,train,3550,ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...","single line with a big meaning::::: ""miss anything 4 ur ""best life"" but, don't miss ur best life for anything... gud nyt...",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0156,1,T1263,train,1568,ham,I am late. I will be there at,i am late. i will be there at,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0156,2,T3427,train,4260,ham,I am late. I will be there at,i am late. i will be there at,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0156,3,T4180,train,5219,ham,I am late. I will be there at,i am late. i will be there at,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0157,1,T1267,train,1572,ham,No:-)i got rumour that you going to buy apartment in chennai:-),no:-)i got rumour that you going to buy apartment in chennai:-),scripts/audit_duplicates.py,duplicate-audit-v1.0
E0157,2,T2815,train,3487,ham,No:-)i got rumour that you going to buy apartment in chennai:-),no:-)i got rumour that you going to buy apartment in chennai:-),scripts/audit_duplicates.py,duplicate-audit-v1.0
E0158,1,T1279,train,1589,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL","dont search love, let love find u. thats why its called falling in love, bcoz u dont force yourself, u just fall and u know there is smeone to hold u... bslvyl",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0158,2,T1434,train,1786,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL","dont search love, let love find u. thats why its called falling in love, bcoz u dont force yourself, u just fall and u know there is smeone to hold u... bslvyl",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0159,1,T1286,train,1596,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame a day in ur life. good days give u happiness. bad days give u experience. both are essential in life! all are gods blessings! good morning.:,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0159,2,T3637,train,4538,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,never blame a day in ur life. good days give u happiness. bad days give u experience. both are essential in life! all are gods blessings! good morning.:,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0160,1,H0311,heldout,1599,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0160,2,H0945,heldout,4760,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0161,1,T1293,train,1606,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U","god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0161,2,T3276,train,4077,ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U","god picked up a flower and dippeditinadew, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,this friend is 4u",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0162,1,H0316,heldout,1624,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094599,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0162,2,H0804,heldout,4105,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09058094599,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0163,1,T1311,train,1627,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call me its urgnt. i don't know whats your problem. you don't want to work or if you have any other problem at least tell me. wating for your reply.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0163,2,T3941,train,4924,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call me its urgnt. i don't know whats your problem. you don't want to work or if you have any other problem at least tell me. wating for your reply.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0164,1,T1319,train,1636,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p","eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 titles: ghost, addamsfa, munsters, exorcist, twilight www.getzed.co.uk pobox36504w45wq 150p",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0164,2,H0412,heldout,2071,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p ","eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 titles: ghost, addamsfa, munsters, exorcist, twilight www.getzed.co.uk pobox36504w45wq 150p",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0165,1,T1330,train,1652,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0165,2,T2788,train,3456,ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,i dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0166,1,T1349,train,1680,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas","so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. sh!jas",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0166,2,T3828,train,4777,ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas","so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. sh!jas",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0167,1,T1356,train,1689,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0167,2,T2986,train,3710,spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,free top ringtone -sub to weekly ringtone-get 1st week free-send subpoly to 81618-?3 per week-stop sms-08718727870,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0168,1,T1359,train,1695,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,was gr8 to see that message. so when r u leaving? congrats dear. what school and wat r ur plans.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0168,2,T3038,train,3771,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,was gr8 to see that message. so when r u leaving? congrats dear. what school and wat r ur plans.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0169,1,T1376,train,1715,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat just 60p/min. choose your girl and connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0169,2,T2537,train,3154,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,hard live 121 chat just 60p/min. choose your girl and connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0170,1,T1386,train,1729,ham,I went to project centre,i went to project centre,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0170,2,T4409,train,5513,ham,I went to project centre,i went to project centre,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0171,1,H0344,heldout,1730,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,as per your request 'maangalyam (alaipayuthe)' has been set as your callertune for all callers. press *9 to copy your friends callertune,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0171,2,H0706,heldout,3650,ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,as per your request 'maangalyam (alaipayuthe)' has been set as your callertune for all callers. press *9 to copy your friends callertune,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0172,1,H0346,heldout,1738,ham,I will come tomorrow di,i will come tomorrow di,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0172,2,H0822,heldout,4202,ham,I will come tomorrow di,i will come tomorrow di,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0173,1,T1394,train,1742,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,ur going 2 bahamas! callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of£2000 cash 18+only. to opt out txt x to 07786200117,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0173,2,T2557,train,3177,spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,ur going 2 bahamas! callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of£2000 cash 18+only. to opt out txt x to 07786200117,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0174,1,T1414,train,1765,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy's father is john. then john is the name of joy's father. mandan,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0174,2,T2025,train,2520,ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy's father is john. then john is the name of joy's father. mandan,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0175,1,T1415,train,1766,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only £10 at txtauction!txt word:start to no:81151 & get yours now!4t&,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0175,2,T2892,train,3586,spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only £10 at txtauction!txt word:start to no:81151 & get yours now!4t&,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0176,1,T1422,train,1773,ham,Watching tv now. I got new job :),watching tv now. i got new job :),scripts/audit_duplicates.py,duplicate-audit-v1.0
E0176,2,T1507,train,1878,ham,Watching tv now. I got new job :),watching tv now. i got new job :),scripts/audit_duplicates.py,duplicate-audit-v1.0
E0177,1,T1427,train,1779,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders 4 a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. no purchase,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0177,2,T3796,train,4736,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,buy space invaders 4 a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. no purchase,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0178,1,T1432,train,1784,ham,My uncles in Atlanta. Wish you guys a great semester.,my uncles in atlanta. wish you guys a great semester.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0178,2,T2516,train,3126,ham,My uncles in Atlanta. Wish you guys a great semester.,my uncles in atlanta. wish you guys a great semester.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0178,3,T3783,train,4720,ham,My uncles in Atlanta. Wish you guys a great semester.,my uncles in atlanta. wish you guys a great semester.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0179,1,T1436,train,1788,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0179,2,T2305,train,2861,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0179,3,T3523,train,4392,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","do you know why god created gap between your fingers..? so that, one who is made for you comes &amp; fills those gaps by holding your hand with love..!",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0180,1,T1437,train,1790,ham,Arun can u transfr me d amt,arun can u transfr me d amt,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0180,2,T4365,train,5460,ham,Arun can u transfr me d amt,arun can u transfr me d amt,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0181,1,T1441,train,1794,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk","win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0181,2,T3768,train,4702,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk","win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0182,1,H0359,heldout,1826,ham,Sent me ur email id soon,sent me ur email id soon,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0182,2,H1061,heldout,5287,ham,Sent me ur email id soon,sent me ur email id soon,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0183,1,T1493,train,1858,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0183,2,T2031,train,2527,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0183,3,T2223,train,2765,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0183,4,T2266,train,2814,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...","say this slowly.? god,i love you &amp; i need you,clean my heart with your blood.send this to ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0184,1,T1510,train,1884,ham,"Sorry, I can't help you on this.","sorry, i can't help you on this.",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0184,2,T2614,train,3251,ham,"Sorry, I can't help you on this.","sorry, i can't help you on this.",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0184,3,T3498,train,4357,ham,"Sorry, I can't help you on this.","sorry, i can't help you on this.",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0185,1,T1513,train,1888,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0185,2,T4019,train,5019,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,dear 0776xxxxxxx u've been invited to xchat. this is our final attempt to contact u! txt chat to 86688 150p/msgrcvdhg/suite342/2lands/row/w1j6hl ldn 18yrs,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0186,1,H0378,heldout,1905,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0186,2,H0610,heldout,3124,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,free entry in 2 a weekly comp for a chance to win an ipod. txt pod to 80182 to get entry (std txt rate) t&c's apply 08452810073 for details 18+,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0187,1,T1545,train,1926,ham,Ok,ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0187,2,T2453,train,3052,ham,Ok,ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0187,3,T3609,train,4499,ham,Ok,ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0187,4,T4284,train,5360,ham,Ok,ok,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0188,1,T1553,train,1936,ham,Hope you are having a great day.,hope you are having a great day.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0188,2,T3734,train,4656,ham,Hope you are having a great day.,hope you are having a great day.,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0189,1,T1558,train,1943,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","well done! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0189,2,T3462,train,4300,spam,"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins","well done! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0190,1,T1559,train,1944,ham,K...k:)why cant you come here and search job:),k...k:)why cant you come here and search job:),scripts/audit_duplicates.py,duplicate-audit-v1.0
E0190,2,T1568,train,1958,ham,K...k:)why cant you come here and search job:),k...k:)why cant you come here and search job:),scripts/audit_duplicates.py,duplicate-audit-v1.0
E0191,1,T1570,train,1961,ham,Howz that persons story,howz that persons story,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0191,2,T2282,train,2832,ham,Howz that persons story,howz that persons story,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0191,3,T2566,train,3189,ham,Howz that persons story,howz that persons story,scripts/audit_duplicates.py,duplicate-audit-v1.0
E0192,1,T1575,train,1966,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)",scripts/audit_duplicates.py,duplicate-audit-v1.0
E0192,2,T2656,train,3301,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)",scripts/audit_duplicates.py,duplicate-audit-v1.0
