id,split,uci_row_number,text,label
H0592,heldout,3021,Wat time do u wan 2 meet me later?,ham
H0593,heldout,3025,You are a very very very very bad girl. Or lady.,ham
H0594,heldout,3028,I finished my lunch already. U wake up already?,ham
H0595,heldout,3029,You still at the game?,ham
H0596,heldout,3031,What is your record for one night? :),ham
H0597,heldout,3033, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,ham
H0598,heldout,3039,Cos darren say ü considering mah so i ask ü...,ham
H0599,heldout,3047,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",ham
H0600,heldout,3070,Boy you best get yo ass out here quick,ham
H0601,heldout,3073,Apart from the one i told you about yesterday?,ham
H0602,heldout,3087,In da car park ,ham
H0603,heldout,3088,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,ham
H0604,heldout,3099,"Yo, you at jp and hungry like a mofo?",ham
H0605,heldout,3102,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham
H0606,heldout,3103,Pathaya enketa maraikara pa',ham
H0607,heldout,3104,Even if he my friend he is a priest call him now,ham
H0608,heldout,3108,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.",ham
H0609,heldout,3115,"Wat time liao, where still got.",ham
H0610,heldout,3124,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
H0611,heldout,3127,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+,spam
H0612,heldout,3131,"Haha better late than ever, any way I could swing by?",ham
H0613,heldout,3134,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham
H0614,heldout,3139,You're right I have now that I think about it,ham
H0615,heldout,3143,Customer place i will call you,ham
H0616,heldout,3149,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,ham
H0617,heldout,3152,Yo! Howz u? girls never rang after india. L,ham
H0618,heldout,3156,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,spam
H0619,heldout,3167,Cheers for the card ... Is it that time of year already?,ham
H0620,heldout,3168,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",spam
H0621,heldout,3179,In meeting da. I will call you,ham
H0622,heldout,3181,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,ham
H0623,heldout,3187,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,ham
H0624,heldout,3190,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
H0625,heldout,3204,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,ham
H0626,heldout,3205,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham
H0627,heldout,3212,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
H0628,heldout,3216,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",ham
H0629,heldout,3219,Come to mahal bus stop.. &lt;DECIMAL&gt;,ham
H0630,heldout,3221,Me too baby! I promise to treat you well! I bet you will take good care of me...,ham
H0631,heldout,3222,Its like that hotel dusk game i think. You solve puzzles in a area thing,ham
H0632,heldout,3223,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
H0633,heldout,3227,I need... Coz i never go before ,ham
H0634,heldout,3235,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham
H0635,heldout,3236,Yup ü not comin :-(,ham
H0636,heldout,3243,Ok i've sent u da latest version of da project.,ham
H0637,heldout,3245,Pls accept me for one day. Or am begging you change the number.,ham
H0638,heldout,3254,Come to medical college at 7pm ......forward it da,ham
H0639,heldout,3258,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,ham
H0640,heldout,3260,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,ham
H0641,heldout,3270,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,ham
H0642,heldout,3271,Raviyog Peripherals bhayandar east,ham
H0643,heldout,3278,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,ham
H0644,heldout,3291,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam
H0645,heldout,3300,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,spam
H0646,heldout,3308,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,ham
H0647,heldout,3315,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",ham
H0648,heldout,3325,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
H0649,heldout,3340,"K, if u bored up just come to my home..",ham
H0650,heldout,3344,You will go to walmart. I.ll stay.,ham
H0651,heldout,3345,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",ham
H0652,heldout,3362,Please attend the phone:),ham
H0653,heldout,3363,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,ham
H0654,heldout,3371,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,ham
H0655,heldout,3378,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",ham
H0656,heldout,3382,Just finished. Missing you plenty,ham
H0657,heldout,3386,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,spam
H0658,heldout,3389,So u workin overtime nigpun?,ham
H0659,heldout,3390,Same as kallis dismissial in 2nd test:-).,ham
H0660,heldout,3395,Ok thanx...,ham
H0661,heldout,3397,Then i buy.,ham
H0662,heldout,3407,"Jus chillaxin, what up",ham
H0663,heldout,3410,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,spam
H0664,heldout,3412,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
H0665,heldout,3413,Only once then after ill obey all yours.,ham
H0666,heldout,3441,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",ham
H0667,heldout,3444,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,spam
H0668,heldout,3448,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ",ham
H0669,heldout,3474,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",ham
H0670,heldout,3475,You getting back any time soon?,ham
H0671,heldout,3480,I can ask around but there's not a lot in terms of mids up here,ham
H0672,heldout,3482,What was she looking for?,ham
H0673,heldout,3488,"Yeah, probably earlier than that",ham
H0674,heldout,3489,Change windows logoff sound..,ham
H0675,heldout,3491,I'm also came to room.,ham
H0676,heldout,3495,"Cool, text me when you head out",ham
H0677,heldout,3500,You said to me before i went back to bed that you can't sleep for anything.,ham
H0678,heldout,3501,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,ham
H0679,heldout,3503,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,ham
H0680,heldout,3505,Free any day but i finish at 6 on mon n thurs...,ham
H0681,heldout,3512,I just saw ron burgundy captaining a party boat so yeah,ham
H0682,heldout,3514,Already one guy loving you:-.,ham
H0683,heldout,3515,Staff of placement training in Amrita college.,ham
H0684,heldout,3526,Yeah that'd pretty much be the best case scenario,ham
H0685,heldout,3533,Prepare to be pounded every night...,ham
H0686,heldout,3538,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,ham
H0687,heldout,3545,I'm e person who's doing e sms survey...,ham
H0688,heldout,3551,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",ham
H0689,heldout,3555,Din i tell u jus now 420,ham
H0690,heldout,3556,am up to my eyes in philosophy,ham
H0691,heldout,3566,Do you always celebrate NY's with your family ?,ham
H0692,heldout,3573,But you dint in touch with me.,ham
H0693,heldout,3574,"Yup, leaving right now, be back soon",ham
H0694,heldout,3582,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",ham
H0695,heldout,3589,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,ham
H0696,heldout,3600,"Aight, we'll head out in a few",ham
H0697,heldout,3602,I know you mood off today,ham
H0698,heldout,3611,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,ham
H0699,heldout,3617,I enjoy watching and playing football and basketball. Anything outdoors. And you?,ham
H0700,heldout,3619,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,ham
H0701,heldout,3626,No message..no responce..what happend?,ham
H0702,heldout,3630,Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham
H0703,heldout,3638,"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX""",ham
H0704,heldout,3645,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",ham
H0705,heldout,3649,"Hey babe, my friend had to cancel, still up for a visit ?",ham
H0706,heldout,3650,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
H0707,heldout,3652,"We are hoping to get away by 7, from Langport. You still up for town tonight?",ham
H0708,heldout,3653,Want to send me a virtual hug?... I need one,ham
H0709,heldout,3654,"Probably not, still going over some stuff here",ham
H0710,heldout,3657,Senthil group company Apnt 5pm.,ham
H0711,heldout,3660,R u here yet? I'm wearing blue shirt n black pants.,ham
H0712,heldout,3662,I will reach ur home in  &lt;#&gt;  minutes,ham
H0713,heldout,3666,Huh? 6 also cannot? Then only how many mistakes?,ham
H0714,heldout,3671,Yeah imma come over cause jay wants to do some drugs,ham
H0715,heldout,3672,Ok thanx... Take care then...,ham
H0716,heldout,3675,Moji just informed me that you saved our lives. Thanks.,ham
H0717,heldout,3682,I cant pick the phone right now. Pls send a message,ham
H0718,heldout,3685,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,ham
H0719,heldout,3686,Dad says hurry the hell up,ham
H0720,heldout,3688,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",ham
H0721,heldout,3696,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,ham
H0722,heldout,3706,Kent vale lor... Ü wait 4 me there ar?,ham
H0723,heldout,3707,Ok. Very good. Its all about making that money.,ham
H0724,heldout,3709,Aight do you still want to get money,ham
H0725,heldout,3718,Networking technical support associate.,ham
H0726,heldout,3733,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",ham
H0727,heldout,3734,Gud mrng dear hav a nice day,ham
H0728,heldout,3736,"4 tacos + 1 rajas burrito, right?",ham
H0729,heldout,3752,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",ham
H0730,heldout,3753,"Haha... Sounds crazy, dunno can tahan anot...",ham
H0731,heldout,3757,"""Im on gloucesterroad what are uup to later?""",ham
H0732,heldout,3758,Yes:)here tv is always available in work place..,ham
H0733,heldout,3764,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
H0734,heldout,3775,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,ham
H0735,heldout,3779,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",spam
H0736,heldout,3793,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",spam
H0737,heldout,3794,Love it! I want to flood that pretty pussy with cum...,ham
H0738,heldout,3802,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam
H0739,heldout,3804,No da. I am happy that we sit together na,ham
H0740,heldout,3806,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",ham
H0741,heldout,3809,Pls dont restrict her from eating anythin she likes for the next two days.,ham
H0742,heldout,3812,"Aight, can you text me the address?",ham
H0743,heldout,3815,Pls i wont belive god.not only jesus.,ham
H0744,heldout,3816,Can. Dunno wat to get 4 her...,ham
H0745,heldout,3817,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",ham
H0746,heldout,3821,"sorry brah, just finished the last of my exams, what up",ham
H0747,heldout,3822,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",ham
H0748,heldout,3833,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,ham
H0749,heldout,3835,I had askd u a question some hours before. Its answer,ham
H0750,heldout,3838,Then ü come n pick me at 530 ar?,ham
H0751,heldout,3841,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",ham
H0752,heldout,3846,"Yeah that's what I thought, lemme know if anything's goin on later",ham
H0753,heldout,3848,Pls go there today  &lt;#&gt; . I dont want any excuses,ham
H0754,heldout,3850,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
H0755,heldout,3851,U in town alone?,ham
H0756,heldout,3852,I to am looking forward to all the sex cuddling.. Only two more sleeps ,ham
H0757,heldout,3853,We have all rounder:)so not required:),ham
H0758,heldout,3857,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,spam
H0759,heldout,3858,I'm ok. Will do my part tomorrow,ham
H0760,heldout,3862,Yep. I do like the pink furniture tho.,ham
H0761,heldout,3867,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",ham
H0762,heldout,3881,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,ham
H0763,heldout,3883,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham
H0764,heldout,3890,ok....take care.umma to you too...,ham
H0765,heldout,3892,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",spam
H0766,heldout,3897,Yes. Last  practice,ham
H0767,heldout,3898,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
H0768,heldout,3899,No. Thank you. You've been wonderful,ham
H0769,heldout,3900,Otherwise had part time job na-tuition..,ham
H0770,heldout,3901,Ü mean it's confirmed... I tot they juz say oni... Ok then... ,ham
H0771,heldout,3903,That depends. How would you like to be treated? :),ham
H0772,heldout,3919,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,ham
H0773,heldout,3924,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",ham
H0774,heldout,3927,As if i wasn't having enough trouble sleeping.,ham
H0775,heldout,3942,Does daddy have a bb now.,ham
H0776,heldout,3950,I like to think there's always the possibility of being in a pub later.,ham
H0777,heldout,3962,I sent lanre fakeye's Eckankar details to the mail box,ham
H0778,heldout,3964,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",spam
H0779,heldout,3965,If you ask her or she say any please message.,ham
H0780,heldout,3967,Love you aathi..love u lot..,ham
H0781,heldout,3995,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",ham
H0782,heldout,3998,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,ham
H0783,heldout,4004,Did you get any gift? This year i didnt get anything. So bad,ham
H0784,heldout,4014,Discussed with your mother ah?,ham
H0785,heldout,4022,University of southern california.,ham
H0786,heldout,4024,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,ham
H0787,heldout,4027, &lt;#&gt;  in mca. But not conform.,ham
H0788,heldout,4034,I'm very happy for you babe ! Woo hoo party on dude!,ham
H0789,heldout,4035,I am taking you for italian food. How about a pretty dress with no panties? :),ham
H0790,heldout,4039,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,ham
H0791,heldout,4041,I cant pick the phone right now. Pls send a message,ham
H0792,heldout,4045,I am literally in bed and have been up for like  &lt;#&gt;  hours,ham
H0793,heldout,4047,If You mean the website. Yes.,ham
H0794,heldout,4053,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",ham
H0795,heldout,4054,"Ya ok, then had dinner?",ham
H0796,heldout,4055,I was slept that time.you there?,ham
H0797,heldout,4067,Dont kick coco when he's down,ham
H0798,heldout,4069,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ",spam
H0799,heldout,4072,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham
H0800,heldout,4073,I've reached home n i bathe liao... U can call me now...,ham
H0801,heldout,4074,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam
H0802,heldout,4083,Hurry home. Soup is DONE!,ham
H0803,heldout,4098,"Hey , is * rite u put »10 evey mnth is that all?",ham
H0804,heldout,4105,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,spam
H0805,heldout,4113,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,spam
H0806,heldout,4114,"I'll see, but prolly yeah",ham
H0807,heldout,4125,"Cool, want me to go to kappa or should I meet you outside mu",ham
H0808,heldout,4127,May b approve panalam...but it should have more posts..,ham
H0809,heldout,4131,Me i'm not workin. Once i get job...,ham
H0810,heldout,4135,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam
H0811,heldout,4138,have you ever had one foot before?,ham
H0812,heldout,4139,Just got to  &lt;#&gt;,ham
H0813,heldout,4144,Infact happy new year. How are you where are you when are we seeing,ham
H0814,heldout,4145,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",spam
H0815,heldout,4155,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
H0816,heldout,4165,I told that am coming on wednesday.,ham
H0817,heldout,4178,He's in lag. That's just the sad part but we keep in touch thanks to skype,ham
H0818,heldout,4182,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",ham
H0819,heldout,4187,I'm good. Have you registered to vote?,ham
H0820,heldout,4198,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",ham
H0821,heldout,4199,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,spam
H0822,heldout,4202,I will come tomorrow di,ham
H0823,heldout,4210,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,ham
H0824,heldout,4212,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham
H0825,heldout,4215,I attended but nothing is there.,ham
H0826,heldout,4225,Stupid auto correct on my phone,ham
H0827,heldout,4228,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham
H0828,heldout,4232,And several to you sir.,ham
H0829,heldout,4238,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam
H0830,heldout,4240,Lol wtf random. Btw is that your lunch break,ham
H0831,heldout,4254,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham
H0832,heldout,4258,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham
H0833,heldout,4259,important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
H0834,heldout,4261,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
H0835,heldout,4265,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham
H0836,heldout,4279,I'm glad. You are following your dreams.,ham
H0837,heldout,4283,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",ham
H0838,heldout,4284,U can call now...,ham
H0839,heldout,4302,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham
H0840,heldout,4303,Are there TA jobs available? Let me know please cos i really need to start working,ham
H0841,heldout,4306,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham
H0842,heldout,4310,Ha ha - had popped down to the loo when you hello-ed me. Hello!,ham
H0843,heldout,4316,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham
H0844,heldout,4318,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",ham
H0845,heldout,4319,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,ham
H0846,heldout,4320,S...i will take mokka players only:),ham
H0847,heldout,4322,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,ham
H0848,heldout,4325,Aight well keep me informed,ham
H0849,heldout,4326,I am not having her number sir,ham
H0850,heldout,4328,That seems unnecessarily hostile,ham
H0851,heldout,4335,Y bishan lei... I tot ü say lavender? ,ham
H0852,heldout,4336,Boo what time u get out? U were supposed to take me shopping today. :(,ham
H0853,heldout,4345,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,ham
H0854,heldout,4346,Hi:)did you asked to waheeda fathima about leave?,ham
H0855,heldout,4347,Enjoy urself tmr...,ham
H0856,heldout,4351,Ü bot notes oredi... Cos i juz rem i got...,ham
H0857,heldout,4352,Yes. Rent is very expensive so its the way we save.,ham
H0858,heldout,4354,Hows the pain dear?y r u smiling?,ham
H0859,heldout,4356,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
H0860,heldout,4358,Great. So should i send you my account number.,ham
H0861,heldout,4363,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",ham
H0862,heldout,4368,Mm yes dear look how i am hugging you both. :-P,ham
H0863,heldout,4369,I like dis sweater fr mango but no more my size already so irritating.,ham
H0864,heldout,4379,How much is torch in 9ja.,ham
H0865,heldout,4381,How are you. Just checking up on you,ham
H0866,heldout,4386,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,ham
H0867,heldout,4387,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam
H0868,heldout,4389,S.i'm watching it in live..,ham
H0869,heldout,4391,"K I'm ready,  &lt;#&gt; ?",ham
H0870,heldout,4412,You also didnt get na hi hi hi hi hi,ham
H0871,heldout,4415,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
H0872,heldout,4422,Ok i msg u b4 i leave my house.,ham
H0873,heldout,4426,Update your face book status frequently :),ham
H0874,heldout,4428,Was it something u ate?,ham
H0875,heldout,4437,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam
H0876,heldout,4440,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,ham
H0877,heldout,4441,i want to grasp your pretty booty :),ham
H0878,heldout,4445,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham
H0879,heldout,4454,I've told you everything will stop. Just dont let her get dehydrated.,ham
H0880,heldout,4455,Or I guess  &lt;#&gt;  min,ham
H0881,heldout,4457,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",ham
H0882,heldout,4468,Hey u still at the gym?,ham
H0883,heldout,4469,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
H0884,heldout,4475,S but not able to sleep.,ham
H0885,heldout,4478,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham
H0886,heldout,4486,Shopping? Eh ger i toking abt syd leh...Haha,ham
H0887,heldout,4487,What not under standing.,ham
H0888,heldout,4488,have * good weekend.,ham
H0889,heldout,4489,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham
H0890,heldout,4493,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham
H0891,heldout,4507,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
H0892,heldout,4508,When are you guys leaving?,ham
H0893,heldout,4509,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,ham
H0894,heldout,4512,This weekend is fine (an excuse not to do too much decorating),ham
H0895,heldout,4514,Now project pa. After that only i can come.,ham
H0896,heldout,4515,Money i have won wining number 946 wot do i do next,spam
H0897,heldout,4521,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham
